번호,사업자명,대표,업종,지역,유효기간 만료일
16057,국제시스템산업(주),허영호,전기전자,경기 광주시,2018-09-25
16058,그린테크(주),홍성조,기타,경북 경주시,2018-09-25
16059,극동제연공업(주),박재윤,화학,부산 사하구,2018-11-27
16060,금강실리테크(주),정헌민,화학,대전 서구,2018-12-28
16061,금강페인트공업(주),고태운,화학,경북 영천시,2018-12-29
16062,금강화학,이환길,기타,부산 사상구,2018-10-10
16063,금성볼트공업(주),김선오,기계금속,부산 강서구,2018-07-09
16064,금양화학(주),박애숙,화학,경기 시흥시,2018-10-10
16065,금오기전(주),강병춘,전기전자,부산 기장군,2018-06-22
16066,금용기계(주),이무철,기계금속,대구 북구,2018-12-08
16067,금원산업기계,권오필,기계금속,경북 구미시,2018-12-28
16068,기광산업(주),이용해,기계금속,광주 광산구,2018-07-06
16069,기산전기,김영준,전기전자,인천 계양구,2018-07-09
16070,기산정공,강영현,기계금속,경기 부천시,2018-12-13
16071,나노씨엠에스(주),김시석,화학,충남 천안시,2018-05-25
16072,나노조명,김기정,전기전자,인천 남동구,2018-12-25
16073,나텔레콤주식회사,이훈,서비스,서울 강남구,2018-07-09
16074,남부산업(주),박영회,기타,광주 광산구,2018-12-13
16075,남양부직포(주),채수민,섬유,경기 안산시,2018-06-22
16076,네오바이오(주),유종철,바이오,경기 수원시,2018-12-25
16077,네오엔비텍주식회사,윤태일,환경,서울 구로구,2018-07-09
16078,네이버시스템(주),임병조,S/W,서울 송파구,2018-07-09
16079,노바테크인더스트리주식회사,공태식,전기전자,경기도,2018-04-09
16080,농업회사법인(주)에프앤피,김신제,바이오,충북 증평군,2018-10-10
16081,농업회사법인(주)영풍,조재곤,식품,대구 달서구,2018-07-09
16082,뉴이십일커뮤니티(주),박선민,정보통신,전남 목포시,2018-07-09
16083,뉴텔정보통신(주),추명조,정보통신,경기 안양시,2018-07-12
16084,다산기공(주),김병학,기계금속,전북 완주군,2018-03-30
16085,다산일렉트론(주),이용재,전기전자,경기 안산시,2018-12-25
16086,다우실란트산업(주),한상욱,화학,서울 구로구,2018-08-30
16087,다윈인터내셔날(주),조성칠,기타,경기 파주시,2018-12-13
16088,다이아소닉테크놀로지(주),조수환,전기전자,경기 안양시,2018-11-14
16089,다일산업(주),유수완,건설,충남 아산시,2018-10-26
16090,닥터소프트,홍윤환,S/W,서울 구로구,2018-04-24
16091,대건엔지니어링,홍정웅,기계금속,대구 달서구,2018-11-14
16092,대기열처리,최윤석,기계금속,대구 달성군,2018-12-13
16093,대길산업(주),김찬수,환경,충남 홍성군,2018-08-24
16094,대길환경산업(주),김기수,환경,충남 공주시,2018-09-11
16095,대남중자(주),이영철,기타,대구 달성군,2018-11-27
16096,대동산업(주),"문주남,문준섭",기타,충남 천안시,2018-12-28
16097,대동중공업(주),김철헌,기계금속,경남 김해시,2018-11-14
16098,대륭기업(주),배재규,화학,부산 중구,2018-01-10
16099,대림스타릿(주),정연국,섬유,경기 시흥시,2018-11-14
16100,대명아이티에스주식회사,현명길,S/W,서울 금천구,2018-12-13
16101,대명콘텍(주),권병무,기타,경기 화성시,2018-11-14
16102,대명하이텍(주),노춘우,전기전자,전남 광양시,2018-05-09
16103,대방지앤지(주),박해존,건설,서울 서초구,2018-12-13
16104,대봉비엠텍(주),박대원,기계금속,부산 사하구,2018-12-13
16105,대산금속(주),박춘호,기계금속,대구 달서구,2018-12-25
16106,대성공업(주),김현준,기타,대구 달서구,2018-07-23
16107,대성종합열처리,박종규,기계금속,부산 사상구,2018-07-23
16108,대신금속(주),박수현,기계금속,경남 창원시,2018-11-27
16109,대아메탈,정천섭,기계금속,인천 남동구,2018-05-23
16110,대양전기공업(주),서영우,전기전자,부산 사하구,2018-07-02
16111,대양전자(주),박용해,기타,경북 구미시,2018-12-28
16112,대영유비텍(주),조근환,정보통신,서울 금천구,2018-11-19
16113,대영정보시스템(주),박노섭,정보통신,대전 유성구,2018-06-14
16114,대영코어텍(주),정태호,기계금속,대구 달성군,2018-09-25
16115,대우제약(주),지현석,서비스,부산 사하구,2018-11-27
16116,대웅아이엔디(주),하진상,기타,경기 안성시,2018-07-09
16117,대원인물(주),최도현,기계금속,인천 부평구,2018-07-06
16118,대원정밀,안혁,기계금속,충북 청주시,2018-11-27
16119,대은산업(주),김종웅,화학,경기 시흥시,2018-06-22
16120,대일개발(주),주재희,서비스,경기 안산시,2018-09-25
16121,대일소재(주),정서영,전기전자,경기 부천시,2018-11-14
16122,대일피혁(주),김광훈,화학,경기 동두천시,2018-11-27
16123,대주이엔티(주),박주봉,기계금속,인천광역시,2018-12-13
16124,대주전자재료주식회사,"임무현,임일지",전기전자,경기 시흥시,2018-05-09
16125,대중기계(주),여인성,기계금속,경북 칠곡군,2018-12-28
16126,대진기술정보(주),권재국,S/W,대구 동구,2018-12-13
16127,대진산업,임영순,기계금속,경기 화성시,2018-12-28
16128,대진유니텍,송윤섭,화학,충남 천안시,2018-12-13
16129,대진하이텍(주),사영진,기계금속,경북 경주시,2018-06-08
16130,대한강관(주),강미정,기계금속,경남 함안군,2018-12-25
16131,대한검사기술(주),손태순,기계금속,서울 서초구,2018-04-24
16132,대한특수금속(주),조옥순,기계금속,경북 고령군,2018-02-23
16133,대호산업(주),구자옥,기계금속,충남 논산시,2018-06-22
16134,대호정기(주),"신무철,신영근",전기전자,경남 김해시,2018-04-24
16135,대흥특수화학주식회사,"이춘남,이진욱",화학,경기 화성시,2018-08-16
16136,덕원이엔티(주),강지호,기타,부산 강서구,2018-12-28
16137,도가테크,백선영,정보통신,전북 익산시,2018-12-13
16138,동림산업(주),이헌구,기계금속,경기 시흥시,2018-11-27
16139,동명산업기계주식회사,최인우,기계금속,경남 창원시,2018-07-09
16140,동방엔지니어링(주),이호건,건설,인천 서구,2018-05-09
16141,동산산업(주),장갑현,기계금속,경기 시흥시,2018-11-14
16142,동성유화,이순제,화학,경남 김해시,2018-10-26
16143,동성정공(주),"이성조,이창헌",기계금속,경북 경주시,2018-11-27
16144,동성테크(주),정종필,기계금속,충남 논산시,2018-06-08
16145,동성해양개발(주),김수아,건설,제주 서귀포시,2018-11-27
16146,동성화학공업(주),오영택,화학,경기 평택시,2018-12-13
16147,동아스틸(주),김준형,기계금속,부산 사상구,2018-12-10
16148,동아정밀공업(주),김홍렬,기계금속,경기 부천시,2018-09-09
16149,동아정밀공업사,윤병화,기계금속,부산 강서구,2018-12-01
16150,동양북스(동양books),김태웅,서비스,서울 마포구,2019-01-19
16151,동양파이프(주),강영길,기타,전북 정읍시,2018-12-13
16152,동양프론테크(주),신원식,화학,경기 의왕시,2018-08-24
16153,동양피엔에프(주),배효점,기계금속,서울 금천구,2018-06-14
16154,동양하이테크산업(주),형기우,환경,광주 서구,2018-06-15
16155,동우산업,노시훈,전기전자,전북 완주군,2018-07-09
16156,동우옵트론(주),김영준,전기전자,경기 광주시,2018-11-27
16157,동원소텍(주),권영우,기타,경기 김포시,2019-01-25
16158,동원철강(주),강해영,기계금속,전남 보성군,2018-11-14
16159,동일기연,"손동준,김동범",전기전자,경기 화성시,2018-11-14
16160,동일산전(주),이복현,전기전자,충북 청주시,2018-11-27
16161,동일화학공업주식회사,오영택,환경,충남 천안시,2018-12-25
16162,동창사,민병창,화학,경남 창원시,2018-06-25
16163,동해식품(주),김진은,식품,강원 강릉시,2018-12-28
16164,동화에이.시.엠(주),김한기,기타,경남 김해시,2018-11-27
16165,동화전자산업(주),김종화,정보통신,서울 동작구,2018-09-25
16166,동화테크주식회사,전제윤,기계금속,경기 시흥시,2018-09-11
16167,두손산업(주),손인곤,전기전자,경기 화성시,2018-09-21
16168,두원전선(주),김상복,전기전자,충남 보령시,2018-12-13
16169,듀라케미(주),김동규,화학,부산 사상구,2018-12-23
16170,디에스플랜트(주),강석우,기계금속,경기 화성시,2018-07-09
16171,디지털파워넷 (주),소병수,전기전자,서울 구로구,2018-11-14
16172,디티알(주),전종윤,기계금속,인천 남동구,2018-06-22
16173,라인호(주),라이너신라이히,기계금속,전남 순천시,2018-03-19
16174,레이저앤피직스(주),한기관,전기전자,경기 용인시,2018-07-09
16175,리모트솔루션(주),신홍범,전기전자,경북 김천시,2018-12-28
16176,리스광시스템(주),이성훈,전기전자,충북 청주시,2018-11-27
16177,마이다스시스템(주),이곤철,전기전자,대전 유성구,2018-09-25
16178,맑은환경산업(주),이규봉,기계금속,인천 남동구,2018-12-28
16179,매트릭스투비,장세열,S/W,서울 구로구,2018-12-22
16180,명보산업,정정자,기타,경북 경주시,2018-09-25
16181,명성공업주식회사,윤재규,기계금속,울산 북구,2018-07-09
16182,명일금속공업(주),김한명,기계금속,경기 김포시,2018-12-25
16183,모텍(주),최병숙,기타,울산 울주군,2018-07-09
16184,무주군약초영농조합법인,박미란,식품,전북 무주군,2019-01-14
16185,미광공업(주),류강용,기계금속,경남 창원시,2018-11-27
16186,미래초음파기술,이재영외1인,전기전자,경기 부천시,2018-12-13
16187,미래피앤씨(주),김학재,화학,충북 진천군,2018-07-16
16188,미래화학(주),원종록,화학,충남 천안시,2018-08-16
16189,미주엔비켐(주),박제천,환경,서울 동작구,2018-08-24
16190,미진화학공업주식회사,이학열,화학,경남 양산시,2018-07-09
16191,바세라(주),김선유,기타,경기 양주시,2018-11-14
16192,바이오스펙트럼(주),박덕훈,바이오,경기 성남시,2018-04-24
16193,바프렉스(주),권용호,화학,대전 유성구,2018-08-24
16194,백두환경산업,서원애,환경,경기 김포시,2018-08-09
16195,백산실업,김재수,기타,부산 강서구,2018-12-25
16196,백산자카드주식회사,이정근,섬유,대구 서구,2018-06-22
16197,범아산업,박종범,기계금속,경북 영천시,2018-06-22
16198,벤텍스(주),고경찬,섬유,서울 송파구,2018-05-23
16199,보라전기공업(주),김중권,전기전자,경기 군포시,2018-12-25
16200,보성파워텍(주),임재황,전기전자,경기 안산시,2018-08-09
16201,보성포리테크(주),김성식,화학,전남 순천시,2018-07-09
16202,부국정공 주식회사,박상진,기계금속,경남 김해시,2018-02-23
16203,부영CST(주),최동준,기계금속,부산 사하구,2018-10-10
16204,비에이메탈(주),김연섭,기계금속,전북 김제시,2018-12-28
16205,비엔피전자(주),김영권,전기전자,경기 안양시,2018-12-13
16206,비이알엠건강식품주식회사(B.R.M),정미순,식품,강원 양구군,2018-11-14
16207,비전세미콘(주),윤통섭,전기전자,대전 유성구,2018-08-23
16208,비즈피어(주),정병현,S/W,서울 금천구,2018-09-23
16209,비케이전자(주),유병기,전기전자,경기 안양시,2018-06-22
16210,사이버문(주),최창석,S/W,경남 창원시,2018-01-19
16211,삼건세기 주식회사,강정일,기계금속,경남 밀양시,2018-07-09
16212,삼동스틸주식회사,신병일,기계금속,경북 경주시,2018-12-28
16213,삼미음향기술(주),유동구,전기전자,충북 청주시,2018-10-26
16214,삼성계기공업,김진택,기계금속,경기 군포시,2018-12-28
16215,삼양에코너지(주),김윤호,건설,서울 종로구,2018-11-27
16216,삼영기계(주),한금태,기계금속,충남 공주시,2018-05-19
16217,삼영화학,김영량,화학,인천 남동구,2018-03-30
16218,삼우금속공업(주),방효철,기타,경남 창원시,2018-12-13
16219,삼우기초기술,김정열,기계금속,서울 영등포구,2018-12-13
16220,삼원동관(주),김갑수,기타,경남 김해시,2018-08-09
16221,삼원산업(주),이승기,기타,경북 경산시,2018-09-11
16222,삼원에프.에이(주),홍원표,전기전자,부산 해운대구,2018-07-09
16223,삼원엔지니어스(주),최락기,전기전자,강원 평창군,2018-12-25
16224,삼인데이타시스템(주),김학선,전기전자,서울 금천구,2018-08-24
16225,삼일테크주식회사,김종은,기계금속,경기도,2018-06-08
16226,삼정기공,문정만,전기전자,경기 시흥시,2018-11-27
16227,삼정보일러공업(주),"이영희,전종철",기계금속,경기 시흥시,2018-08-24
16228,삼정산업(주),강태호,기타,대구 달서구,2018-11-27
16229,삼정엘리베이터(주),최강진,기계금속,서울 양천구,2018-10-10
16230,삼중씨엠텍(주),지상호,화학,경기 포천시,2018-02-23
16231,삼창기연(주),김남준,화학,경기 김포시,2018-07-09
16232,삼환환경(주),강재성,환경,경기 수원시,2018-12-25
16233,삼흥정공(주),양재렬,기계금속,경남 창원시,2018-10-26
16234,상미에어텍(주),문종호,기계금속,인천 남동구,2018-09-11
16235,상신이디피(주),김일부,전기전자,경기 수원시,2018-07-09
16236,새서울정보통신(주),오상원,정보통신,경기 부천시,2018-06-22
16237,서륭기계(주),조형래,기타,경남 양산시,2018-11-27
16238,서보산업(주),이범수,건설,충북 음성군,2018-12-28
16239,서우실업(주),이동기,기계금속,인천 남동구,2018-05-23
16240,서울산업기술,오상택,기계금속,경기 남양주시,2018-06-22
16241,서울샤프중공업(주),이근우,기타,충북 진천군,2018-04-07
16242,서울수정주식회사,배철홍,전기전자,서울 금천구,2018-07-09
16243,서진CNS(주),김재영,정보통신,충북 청주시,2018-12-13
16244,서흥MCO,김충호,기계금속,경기 안산시,2018-11-14
16245,석문전기(주),이용재,전기전자,대구 동구,2018-12-13
16246,선도전기주식회사,전동준,전기전자,경기 안산시,2018-06-22
16247,선두전자,윤명섭,전기전자,서울 금천구,2018-11-27
16248,선일기전(주),이안균,기타,대구 동구,2018-06-22
16249,성경정밀주식회사,성경모,전기전자,경기 군포시,2018-12-28
16250,성문일렉트로닉스(주),이강일,전기전자,경기 부천시,2019-01-05
16251,성보전기공업(주),배영호,전기전자,부산 기장군,2018-08-24
16252,성신전기공업(주),이기현,전기전자,경기 수원시,2018-06-22
16253,성우로텍(주),방인창,기계금속,경기 안산시,2018-10-26
16254,성원포밍,윤희성,화학,경기 안산시,2018-12-13
16255,세계유압,김동범,기계금속,경남 창원시,2018-09-11
16256,세미테크(주),이정용,기계금속,경기도,2018-07-09
16257,세방전기(주),이상길,전기전자,경기 시흥시,2018-12-25
16258,세운씨앤텍(주),이금주,정보통신,경기 안양시,2018-11-14
16259,세운전재 SYS-TECH,강선희,기타,경남 창원시,2018-12-28
16260,세원기업 주식회사,권영택,화학,경북 칠곡군,2018-06-25
16261,세이프테크(주),김헌갑,기계금속,경남 김해시,2018-11-27
16262,세일공업(주),최영태,기계금속,경남 진주시,2018-07-09
16263,세일기술(주),정종수,서비스,부산 해운대구,2018-07-21
16264,세종전기공업(주),이영태,전기전자,경기 파주시,2018-09-11
16265,세진전자통신(주),"한상준,이경자",전기전자,서울 광진구,2018-06-22
16266,센텍(주),권용석,환경,경기 안산시,2018-09-25
16267,송우산업(주),박수곤,화학,경남 양산시,2018-06-15
16268,송우전자(주),안재인,정보통신,서울 구로구,2018-07-22
16269,송화산업,송석화,전기전자,충남 아산시,2018-07-09
16270,수성기전,박성호,기계금속,대구 달서구,2018-11-14
16271,수형산업개발(주),배기훈,기타,경북 칠곡군,2018-03-19
16272,스콜라스(주),김선철,기타,강원 원주시,2018-11-27
16273,스탠다드 네트웍스 주식회사,이주호,S/W,서울특별시,2018-08-24
16274,스피나시스템즈,최훈규,정보통신,경기 성남시,2019-02-21
16275,승림전기(주),"조규석,홍순형",전기전자,경기 부천시,2018-11-27
16276,시냅스이미징(주),김재선,전기전자,경기 군포시,2018-06-22
16277,시너스(주),김부순,기계금속,경기 시흥시,2018-12-28
16278,신대한정유산업주식회사,안준복,환경,경기 화성시,2018-04-24
16279,신도이앤씨(주),남연우,환경,경기 안양시,2018-04-24
16280,신라정보기술(주),정양근,정보통신,경남 창원시,2018-11-27
16281,신성모터스 주식회사,홍경표,기계금속,대구 달서구,2018-04-24
16282,신성산전(주),이주억,전기전자,충남 천안시,2018-10-10
16283,신성전자정밀(주),박정웅,전기전자,경기 화성시,2018-12-25
16284,신승전기 주식회사,김태근,전기전자,경남 창원시,2018-06-15
16285,신영제어기(주),구장서,기계금속,경기 시흥시,2018-05-09
16286,신우산업(주),김홍기,기타,경기 김포시,2018-12-27
16287,신의엔텍(주),전영석,전기전자,인천 부평구,2018-08-24
16288,신일피엔에스(주),문도,기타,울산 울주군,2018-02-23
16289,신진메딕스(주),이관행,바이오,경기 고양시,2018-04-23
16290,신창실업(주),제남수,기계금속,충남 천안시,2018-06-16
16291,신특수건설(주),"박재만,박용민",건설,경기 용인시,2018-11-14
16292,신한이노텍 (주),조중필,정보통신,인천 남동구,2018-07-09
16293,신한정밀공업(주),오세덕,기타,대전 유성구,2018-06-10
16294,신호시스템(주),경원현,전기전자,경기 부천시,2018-11-27
16295,신화열처리,장형규,기계금속,경남 창녕군,2018-12-13
16296,쌍용전기(주),윤극영,전기전자,경기 김포시,2018-10-26
16297,썬시멘트(주),이우현,화학,전남 영암군,2018-06-08
16298,씨아이씨라이프(주),조숙남,S/W,경남 진주시,2018-03-07
16299,씨아이토피아(주),김재동,전기전자,서울 금천구,2018-10-10
16300,씨앤앤코스메틱(주),김영숙,화학,경기 부천시,2018-09-11
16301,씨앤지하이테크(주),홍사문,기타,경기 안성시,2018-08-04
16302,씨에이치디메딕스(주),서충석,화학,경기 고양시,2019-01-10
16303,아름다운환경건설(주),이종열,환경,경기 성남시,2018-01-10
16304,아린테크주식회사,전영기,전기전자,경기 군포시,2018-09-25
16305,아비코전자(주),이종만,전기전자,경기 성남시,2018-06-22
16306,아이앤테크(주),정동근,기계금속,광주 북구,2018-12-09
16307,아이엠티,"이선화,배응준",기계금속,경기 시흥시,2018-06-22
16308,아이케이세미콘(주),윤경덕,전기전자,서울 마포구,2018-07-09
16309,아이티에스엔지니어링(주),김정구,전기전자,서울 영등포구,2018-11-27
16310,아인케미칼,배형원,화학,경북 구미시,2018-12-13
16311,아인텍(주),이동언,서비스,경기 시흥시,2018-06-22
16312,아진일렉트론,최철수,전기전자,부산 강서구,2018-04-24
16313,안국인더스트리(주),안병무,기타,경기 화성시,2018-05-10
16314,안셀코리아(주),최성호,섬유,전북 장수군,2018-12-28
16315,알리코제약(주),이항구,기타,충북 진천군,2018-04-09
16316,알비에스(주),최창호,기계금속,경남 창원시,2018-09-11
16317,알투웨어(주),김덕환,S/W,서울 성동구,2018-06-22
16318,알트론(주),권은영,정보통신,서울 금천구,2018-07-09
16319,알파전자산업(주),김수만,전기전자,경북 경주시,2018-10-26
16320,에듀하우스(주),김옥중,서비스,서울 강남구,2018-11-27
16321,에드뷰시스템(주),이광호,전기전자,경북 구미시,2018-12-13
16322,에스이테크놀로지(주),박영원,서비스,서울 금천구,2018-07-09
16323,에스피반도체통신(주),윤수열,전기전자,경기 부천시,2018-06-22
16324,에스피텍(주),김종호,전기전자,충북 청원군,2018-04-09
16325,에이비씨나노텍(주),손형탁,화학,대전 유성구,2018-06-08
16326,에이스다이아몬드공구(주),송현호,기계금속,인천 부평구,2018-12-28
16327,에이스콘트롤(주),이승진,전기전자,경기 수원시,2018-09-11
16328,에이트론(주),신경호,정보통신,경남 창원시,2018-04-09
16329,에이티아이(주),안두백,기계금속,인천 연수구,2018-10-26
16330,에이펙셀(주),김청자,식품,경북 포항시,2018-11-27
16331,에이펫(주),김덕호,전기전자,경기 화성시,2018-03-19
16332,에이피티씨(주),김남헌,기타,경기 이천시,2018-06-08
16333,엔티베이스주식회사,송근용,환경,경기 용인시,2018-11-14
16334,엔티엠(주),이재선,기계금속,경기 평택시,2019-02-10
16335,엘엠지모자이크,이계현,화학,경기 광주시,2018-09-13
16336,엠.오.티,마점래,기계금속,경남 양산시,2018-11-14
16337,엠에스웨이(주),이민수,전기전자,서울 구로구,2018-12-13
16338,연안알루미늄(주),이윤복,기타,경기 김포시,2018-11-23
16339,연합농원파이프(주),설동우,기계금속,충북 옥천군,2018-09-29
16340,영일산업(주),김영미,기타,대구 달서구,2018-12-25
16341,영일엠(주),문경록,기타,경기 성남시,2018-08-24
16342,영진화학공업(주),서상동,화학,대구 달서구,2018-11-14
16343,오리셀주식회사,이규정,전기전자,경기 의왕시,2018-12-28
16344,오성시스템,"박화춘,지성한",기계금속,대구 달성군,2018-06-22
16345,오성전장(주),이종덕,전기전자,대구 달서구,2018-12-28
16346,오영전자(주),이영설,전기전자,경기 광주시,2018-05-09
16347,와이앤케이텍(주),유창열,기계금속,서울 성동구,2018-07-09
16348,우광개발(주),임태권,환경,경기 부천시,2018-10-26
16349,우리정보기술(주),이병규,S/W,경남 창원시,2018-09-11
16350,우성기업,김종백,기계금속,부산 사하구,2018-11-14
16351,우성전자통신,한형환,전기전자,경기 시흥시,2018-12-16
16352,우신공업(주),강희정,화학,경기 부천시,2018-05-23
16353,우신크라이오백(주),신응수,기타,경기 의왕시,2018-09-25
16354,우양정공(주),강욱희,기타,경기 시흥시,2019-01-17
16355,우영유압(주),채경호,기계금속,인천 남동구,2018-07-09
16356,우주기전(주),김민균,기계금속,경남 창원시,2018-11-14
16357,우주정밀,김준선,정보통신,경북 김천시,2018-11-27
16358,우주테크(주),변용식,전기전자,경남 창원시,2018-05-21
16359,우진산업(주),김창영,화학,서울 서초구,2018-09-16
16360,우진환경개발(주),이강우,환경,충북 청원군,2018-12-30
16361,욱성화학(주),변준석,화학,부산 금정구,2018-11-27
16362,원영산업(주),김명원,화학,경기 시흥시,2018-11-14
16363,원텍(주),"김종원,김정현",전기전자,대전광역시,2018-06-22
16364,원풍물산(주),"이원기,이두식",섬유,인천 서구,2018-07-09
16365,월드비엠씨(주),조강영,화학,충북 진천군,2018-12-14
16366,웰메이트(주),박동환,기계금속,충남 천안시,2018-09-25
16367,웰텍(주),이성식,기계금속,강원 횡성군,2018-08-24
16368,위프코(주),김호용,서비스,경기 용인시,2018-06-22
16369,윈텍정보(주),김현생,S/W,서울 금천구,2018-03-19
16370,유니닥스(주),정기태,S/W,서울 구로구,2018-07-09
16371,유양산전(주),임대영,전기전자,경기 안양시,2018-10-13
16372,유일전자,엄명옥,전기전자,경기 부천시,2018-10-26
16373,유전공업주식회사,류재기,기계금속,경남 창원시,2018-10-26
16374,유정시스템(주),이재훈,정보통신,서울 구로구,2018-12-28
16375,유정영농조합법인,정균철,기타,충남 논산시,2018-12-25
16376,유진산업,정훤,화학,전북 임실군,2018-11-14
16377,유창하이텍,유창열,화학,서울 영등포구,2018-11-27
16378,유파인테크놀러지스(주),유형수,정보통신,경기 성남시,2018-06-22
16379,유한기술(주),장승혁,기계금속,전남 여수시,2018-12-13
16380,유한산업(주),신기일,기타,경남 함안군,2018-07-09
16381,유한테크노스(주),허석호,S/W,서울 영등포구,2018-07-09
16382,유한프리시전(주),양우,기계금속,경기 부천시,2018-10-18
16383,이건테크놀로지(주),안평래,정보통신,경기도,2018-10-10
16384,이든테크주식회사,안영기,기계금속,충남 아산시,2018-02-08
16385,이비테크(주),한범수,환경,대전 유성구,2018-04-24
16386,이손이엔엘(주),이진필,환경,충북 청주시,2018-09-11
16387,이스턴마스텍(주),김원기,정보통신,경기 파주시,2018-09-11
16388,이엠코리아(주),강삼수,기계금속,경남 함안군,2018-07-13
16389,이지마크(주),강재중,기계금속,경기 안양시,2018-12-28
16390,이지인터넷(주),유동기,정보통신,서울 구로구,2018-07-28
16391,이환산업,박이환,기계금속,부산 강서구,2018-12-28
16392,인스콘테크(주),김혜원,전기전자,경기 화성시,2018-12-03
16393,인터콘시스템스(주),손강호,전기전자,경기 수원시,2018-06-08
16394,인터페이스 엔지니어링,송인철,전기전자,서울 구로구,2018-11-27
16395,인포뱅크,박태형,S/W,경기 성남시,2018-07-09
16396,일신전자통신(주),안혁태,전기전자,경기 김포시,2018-04-24
16397,일신피티에프이공업 주식회사,김원배,화학,울산 울주군,2018-11-27
16398,일신화학공업(주),정철수,섬유,경기 안산시,2018-07-09
16399,자농보카시영농조합법인,강정숙,기타,제주 서귀포시,2018-01-19
16400,재현AUTONICS,박봉경,기계금속,경남 창원시,2018-10-26
16401,전일기계공업(주),전승훈,건설,경기 김포시,2018-10-26
16402,전일염공(주),최병옥,섬유,전북 익산시,2018-11-27
16403,정도이앤피(주),김종수,화학,경기 안산시,2018-05-26
16404,정우화인주식회사,김유석,화학,전북 익산시,2018-06-22
16405,정원시스템,한동희,정보통신,경기 성남시,2018-06-08
16406,정유니브주식회사,정유신,정보통신,부산 남구,2018-07-09
16407,정일기업,박일동,기계금속,경남 창원시,2018-03-19
16408,제우스유화공업주식회사,이선도,화학,부산 사상구,2018-07-09
16409,제이앤디전자(주),장왕삼,전기전자,경기도,2018-07-09
16410,제이엠스테이지(주),임헌학,기계금속,서울 구로구,2018-06-22
16411,제일베어링공업(주),박영일,기계금속,경기 부천시,2018-06-22
16412,제일전기공업(주),강동욱,전기전자,부산 사하구,2018-07-09
16413,제일타카(주),오왕근,기계금속,경기 광주시,2018-06-22
16414,조인셋(주),김선기,전기전자,경기 안산시,2018-04-24
16415,조인트유창써멀시스템(주),안창엽,기계금속,경기 김포시,2018-10-26
16416,주)정민,홍사우,화학,경기 부천시,2018-03-07
16417,주식회사 가람정보시스템,박광민,S/W,서울 영등포구,2018-06-08
16418,주식회사 고려비엔피,"송기연, 김태환",바이오,충남 예산군,2018-08-10
16419,주식회사 공진,윤규중,기타,경기 군포시,2018-10-04
16420,주식회사 광영이엔씨,김봉주,전기전자,울산 울주군,2018-07-09
16421,주식회사 금정,장효동,화학,울산 울주군,2018-11-14
16422,주식회사 나노시스템,이형석,기계금속,대전 유성구,2018-11-27
16423,주식회사 네오퍼스,윤진현,기타,경기 포천시,2018-04-09
16424,주식회사 뉴메드,강희원,식품,서울 동대문구,2018-06-22
16425,주식회사 뉴플러스,윤여찬,정보통신,경기 안양시,2018-11-27
16426,주식회사 니오,이한주,기계금속,서울 금천구,2018-07-09
16427,주식회사 다산,정장호,기계금속,충남 천안시,2018-10-10
16428,주식회사 대영통신,김명대,기타,대구 달성군,2018-11-27
16429,주식회사 대한이앤씨,이규석,기계금속,충남 논산시,2018-10-26
16430,주식회사 덕인,김규현,전기전자,대전 유성구,2018-06-08
16431,주식회사 데스코,이상혁,전기전자,서울 구로구,2018-01-10
16432,주식회사 데이터스트림즈,이영상,서비스,서울 서초구,2018-12-29
16433,주식회사 디에스피,김진형,기타,경남 김해시,2018-07-09
16434,주식회사 디엠씨,"신달석,유춘열",기타,경기 성남시,2018-06-22
16435,주식회사 디티앤씨,박채규,서비스,경기 용인시,2018-11-14
16436,주식회사 메디켐,정현목,화학,충남 공주시,2018-09-01
16437,주식회사 부광테크,임재구,기계금속,인천 남동구,2018-10-07
16438,주식회사 비비텍,최중선,기타,강원 춘천시,2018-12-21
16439,주식회사 비원씨앤알,현용욱,기타,서울 강서구,2018-11-14
16440,주식회사 삼영,박희문,기계금속,대전 유성구,2018-12-25
16441,주식회사 삼우열처리,"김수조, 김해용",기계금속,경남 김해시,2018-06-22
16442,주식회사 삼우ECO,허기복,기계금속,전남 광양시,2018-05-09
16443,주식회사 삼원중공업,한창범,기타,전북 군산시,2018-02-23
16444,주식회사 새롬씨앤씨,박중규,S/W,서울 구로구,2018-06-22
16445,주식회사 생,강영배,기계금속,부산 강서구,2018-12-25
16446,주식회사 샬롬,김정매,식품,전남 나주시,2018-12-25
16447,주식회사 세나코,진영성,기계금속,경남 함안군,2018-12-13
16448,주식회사 솔루션링크,민상윤,서비스,대전 유성구,2018-07-23
16449,주식회사 시안,염성준,화학,강원 횡성군,2018-12-28
16450,주식회사 신텍,김장용,기계금속,경기도,2018-04-24
16451,주식회사 신흥기공,송흥섭,기계금속,충남 보령시,2018-12-28
16452,주식회사 신흥정밀,김용현,기계금속,경북 구미시,2018-06-08
16453,주식회사 싸이노스,조철형,서비스,경기 화성시,2018-03-19
16454,주식회사 싸이텍,오두환,기계금속,세종 소정면,2018-06-08
16455,주식회사 쎌바이오텍,정명준,식품,경기 김포시,2018-04-24
16456,주식회사 아이디폰,엄현덕,정보통신,서울 구로구,2018-04-09
16457,주식회사 아이엠씨,이상락,S/W,부산 영도구,2018-02-08
16458,주식회사 에스엠지,"임경재,임규철",기계금속,광주 북구,2018-08-24
